Age,Sex,Race,Marital status?,Education,Employement,Incomes,How many books did you read during last 12months?,Read any printed books during last 12months?,Read any audiobooks during last 12months?,Read any e-books during last 12months?,"Last book you read, you…",Do you happen to read any daily news or newspapers?,Do you happen to read any magazines or journals?,Reading Speed
55,Female,White,Divorced,College graduate,Retired,"$30,000 to under $40,000",2,Yes,No,No,Purchased the book,Yes,Yes,286
55,Male,White,Married,"Some college, no 4-year degree",Employed full-time,Refused,2,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,284
55,Female,White,Married,High school incomplete,Employed full-time,"$40,000 to under $50,000",2,Yes,No,No,Purchased the book,Yes,Yes,206
54,Male,White,Never been married,High school graduate,Not employed for pay,"Less than $10,000",2,Yes,No,No,8,No,No,234
54,Male,White,Married,High school graduate,Employed full-time,Refused,2,Yes,No,No,Got the book some other way,No,No,225
54,Female,White,Married,High school graduate,Employed part-time,"$30,000 to under $40,000",2,Yes,No,No,Got the book some other way,No,Yes,229
53,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$50,000 to under $75,000",2,Yes,No,No,Borrowed the book from a friend or family member,No,Yes,271
52,Female,White,Never been married,Post-graduate training/professional school after college,Employed full-time,"$30,000 to under $40,000",2,Yes,No,No,Purchased the book,Yes,Yes,298
52,Female,White,Widowed,"Some college, no 4-year degree",Employed full-time,"$30,000 to under $40,000",2,No,No,Yes,Got the book some other way,Yes,No,282
52,Male,White,Married,High school graduate,Employed full-time,"$50,000 to under $75,000",2,Yes,No,No,Got the book some other way,Yes,No,223
52,Female,White,Married,High school graduate,Employed full-time,"$40,000 to under $50,000",2,Yes,No,Yes,Purchased the book,Yes,Yes,230
51,Female,White,Married,Post-graduate training/professional school after college,Employed part-time,"$100,000 to under $150,000",2,Yes,No,No,Borrowed the book from a friend or family member,No,Yes,303
51,Male,White,Divorced,"Some college, no 4-year degree",Employed full-time,"$50,000 to under $75,000",2,Yes,No,No,Borrowed the book from a library,Yes,Yes,280
51,Male,White,Divorced,Post-graduate training/professional school after college,Employed full-time,"$75,000 to under $100,000",2,Yes,No,No,Got the book some other way,No,No,319
51,Male,White,Divorced,High school graduate,Retired,"$50,000 to under $75,000",2,Yes,No,No,Purchased the book,No,Yes,225
50,Female,White,Divorced,None,Retired,"Less than $10,000",2,Yes,No,No,Purchased the book,Yes,Yes,198
48,Female,White,Never been married,"Some college, no 4-year degree",Employed full-time,"$30,000 to under $40,000",2,Yes,No,No,8,Yes,No,291
47,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$75,000 to under $100,000",2,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,287
47,Male,White,Married,College graduate,Employed full-time,"$100,000 to under $150,000",2,Yes,No,No,Purchased the book,No,Yes,280
47,Male,White,Married,None,Have own business/self-employed,"$30,000 to under $40,000",2,Yes,No,No,Purchased the book,Yes,Yes,193
46,Female,White,Married,College graduate,Employed part-time,"$100,000 to under $150,000",2,Yes,No,No,Purchased the book,Yes,Yes,280
45,Female,White,Separated,College graduate,Employed full-time,"$30,000 to under $40,000",2,Yes,No,No,Purchased the book,No,No,277
45,Female,White,Living with a partner,High school graduate,Employed full-time,"$40,000 to under $50,000",2,Yes,Yes,No,Purchased the book,Yes,Yes,226
44,Female,White,Married,College graduate,Employed full-time,"$75,000 to under $100,000",2,Yes,No,No,Borrowed the book from a friend or family member,No,No,280
44,Female,White,Divorced,High school incomplete,Employed full-time,"$20,000 to under $30,000",2,Yes,No,No,Borrowed the book from a friend or family member,No,Yes,198
44,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,"$75,000 to under $100,000",2,Yes,No,Yes,Purchased the book,Yes,Yes,298
43,Female,White,Divorced,"Some college, no 4-year degree",Employed part-time,"$30,000 to under $40,000",2,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,280
43,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$30,000 to under $40,000",2,Yes,No,No,Purchased the book,No,No,285
42,Female,White,Married,Post-graduate training/professional school after college,Employed part-time,Refused,2,Yes,No,No,Purchased the book,Yes,Yes,304
42,Male,White,Never been married,High school graduate,Employed full-time,"$20,000 to under $30,000",2,No,No,No,8,Yes,No,226
42,Male,White,Living with a partner,"Some college, no 4-year degree",Employed full-time,"$20,000 to under $30,000",2,Yes,No,No,Borrowed the book from a friend or family member,No,No,280
39,Female,White,Married,Post-graduate training/professional school after college,Employed part-time,"$100,000 to under $150,000",2,Yes,No,No,Borrowed the book from a library,No,No,302
39,Female,White,Living with a partner,"Some college, no 4-year degree",Employed full-time,"$100,000 to under $150,000",2,Yes,No,No,Got the book some other way,Yes,No,269
39,Female,White,Married,"Some college, no 4-year degree",Employed full-time,"$100,000 to under $150,000",2,Yes,No,No,Purchased the book,No,Yes,291
39,Male,White,Married,College graduate,Employed full-time,"$40,000 to under $50,000",2,Yes,No,No,Borrowed the book from a library,Yes,No,277
39,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$100,000 to under $150,000",2,Yes,No,No,Purchased the book,No,No,289
37,Male,White,Never been married,"Some college, no 4-year degree",Employed part-time,"$50,000 to under $75,000",2,Yes,No,Yes,Purchased the book,Yes,No,282
36,Male,White,Married,High school graduate,Disabled,Refused,2,Yes,No,No,Purchased the book,No,No,225
35,Female,White,Married,College graduate,Employed full-time,"$100,000 to under $150,000",2,Yes,No,No,Purchased the book,Yes,No,280
35,Female,White,Separated,High school incomplete,Not employed for pay,"Less than $10,000",2,Yes,No,No,Borrowed the book from a friend or family member,No,Yes,197
34,Female,White,Married,College graduate,Employed full-time,Refused,2,Yes,Yes,Yes,Borrowed the book from a friend or family member,No,No,269
34,Female,White,Never been married,High school graduate,Employed full-time,"$10,000 to under $20,000",2,Yes,No,No,Purchased the book,No,Yes,218
33,Female,White,Married,High school incomplete,Employed full-time,"$100,000 to under $150,000",2,Yes,No,No,Borrowed the book from a friend or family member,No,No,203
32,Female,White,Married,High school graduate,Employed part-time,"$40,000 to under $50,000",2,Yes,No,No,Purchased the book,No,No,227
32,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",2,Yes,No,No,Purchased the book,No,No,348
32,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$50,000 to under $75,000",2,Yes,No,No,Got the book some other way,Yes,Yes,272
31,Female,White,Married,College graduate,Not employed for pay,"$50,000 to under $75,000",2,Yes,Yes,Yes,Got the book some other way,No,Yes,290
31,Female,White,Married,High school graduate,Employed full-time,"$100,000 to under $150,000",2,Yes,No,No,Purchased the book,No,No,221
30,Male,White,Married,College graduate,Employed full-time,"$50,000 to under $75,000",2,Yes,No,Yes,Borrowed the book from a library,Yes,No,271
29,Male,White,Never been married,College graduate,Employed full-time,Refused,2,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,278
28,Male,White,Never been married,College graduate,Employed full-time,"$50,000 to under $75,000",2,No,Yes,No,Got the book some other way,Yes,No,281
28,Male,White,Living with a partner,High school graduate,Employed full-time,"$40,000 to under $50,000",2,Yes,No,No,Purchased the book,Don’t know,No,235
28,Male,White,Married,College graduate,Employed full-time,"$75,000 to under $100,000",2,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,Yes,287
27,Female,White,Living with a partner,Post-graduate training/professional school after college,Employed full-time,"Less than $10,000",2,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,342
27,Male,White,Married,College graduate,Employed full-time,"$50,000 to under $75,000",2,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,279
27,Female,White,Married,"Some college, no 4-year degree",Not employed for pay,"$30,000 to under $40,000",2,Yes,No,No,Got the book some other way,No,No,278
26,Male,White,Never been married,Post-graduate training/professional school after college,Student,"Less than $10,000",2,Yes,No,No,Borrowed the book from a friend or family member,No,No,344
26,Female,White,Married,Post-graduate training/professional school after college,Have own business/self-employed,"$100,000 to under $150,000",2,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,346
26,Male,White,Married,High school graduate,Employed full-time,"$50,000 to under $75,000",2,Yes,No,Yes,Purchased the book,Yes,No,219
26,Female,White,Married,"Some college, no 4-year degree",Employed full-time,"$100,000 to under $150,000",2,No,No,Yes,Purchased the book,No,No,310
25,Male,White,Living with a partner,College graduate,Not employed for pay,"$50,000 to under $75,000",2,Yes,No,No,Purchased the book,No,Yes,301
25,Female,White,Married,College graduate,Employed full-time,"$75,000 to under $100,000",2,Yes,No,No,Purchased the book,No,Yes,296
25,Male,White,Never been married,None,Employed full-time,"$20,000 to under $30,000",2,Yes,No,No,Purchased the book,No,No,197
25,Male,White,Never been married,"Some college, no 4-year degree",Employed full-time,"$20,000 to under $30,000",2,Yes,No,No,Purchased the book,No,Yes,310
23,Male,White,Never been married,Post-graduate training/professional school after college,Employed full-time,"$20,000 to under $30,000",2,Yes,No,No,Purchased the book,Yes,Yes,352
22,Female,White,Never been married,"Some college, no 4-year degree",Employed full-time,"$10,000 to under $20,000",2,Yes,No,No,Borrowed the book from a friend or family member,No,Yes,316
22,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$75,000 to under $100,000",2,Yes,No,No,Borrowed the book from a friend or family member,No,No,305
21,Female,White,Living with a partner,"Some college, no 4-year degree",Employed full-time,"$20,000 to under $30,000",2,Yes,No,No,Got the book some other way,Yes,No,283
20,Male,White,Never been married,"Some college, no 4-year degree",Employed part-time,"$100,000 to under $150,000",2,No,No,No,Purchased the book,Yes,Yes,277
19,Female,White,Never been married,"Some college, no 4-year degree",Employed part-time,"$75,000 to under $100,000",2,No,No,No,Got the book some other way,Yes,No,282
18,Male,White,Living with a partner,High school graduate,Employed full-time,"$30,000 to under $40,000",2,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,280
18,Male,White,Never been married,High school graduate,Employed part-time,"Less than $10,000",2,Yes,No,No,Borrowed the book from a library,Yes,Yes,277
17,Male,White,Never been married,High school incomplete,Not employed for pay,"$30,000 to under $40,000",2,Yes,No,No,Got the book some other way,Yes,No,208
17,Male,White,Never been married,High school incomplete,Employed part-time,"9$100,000 to under $150,000",2,Yes,No,No,Borrowed the book from a library,Yes,Yes,201
17,Female,White,Never been married,High school incomplete,Not employed for pay,"$100,000 to under $150,000",2,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,203
70,Male,Refused,Married,"Some college, no 4-year degree",Retired,"$50,000 to under $75,000",1,Yes,No,No,Purchased the book,Yes,No,283
31,Female,Don’t know,Divorced,High school graduate,Not employed for pay,"$20,000 to under $30,000",1,Yes,No,No,Got the book some other way,No,Yes,219
53,Male,Native American/American Indian,Married,High school graduate,Employed full-time,"$20,000 to under $30,000",1,No,No,No,Borrowed the book from a friend or family member,No,Yes,227
41,Male,Native American/American Indian,Married,High school graduate,Employed full-time,"$30,000 to under $40,000",1,Don’t know,No,No,Purchased the book,Yes,No,239
66,Female,Mixed race,Don’t know,"Some college, no 4-year degree",Retired,Refused,1,Yes,No,No,Purchased the book,Yes,Yes,283
65,Female,Mixed race,Divorced,College graduate,Not employed for pay,"Less than $10,000",1,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,295
62,Male,Mixed race,Married,"Some college, no 4-year degree",Employed full-time,"$75,000 to under $100,000",1,Yes,No,No,Purchased the book,No,No,284
48,Male,Mixed race,Married,"Technical, trade or vocational school AFTER high school",Not employed for pay,"Less than $10,000",1,Yes,No,No,Borrowed the book from a library,No,No,251
45,Female,Mixed race,Divorced,"Some college, no 4-year degree",Employed full-time,Refused,1,Yes,No,No,Purchased the book,Yes,No,288
41,Male,Mixed race,Living with a partner,College graduate,Not employed for pay,"Less than $10,000",1,No,Yes,Don’t know,Borrowed the book from a library,Yes,Yes,284
39,Female,Mixed race,Separated,High school incomplete,Not employed for pay,"$20,000 to under $30,000",1,Yes,No,No,Borrowed the book from a friend or family member,No,No,200
30,Male,Mixed race,Never been married,"Technical, trade or vocational school AFTER high school",Employed full-time,"$20,000 to under $30,000",1,Yes,No,No,Got the book some other way,Yes,Yes,255
18,Male,Mixed race,Never been married,None,Not employed for pay,"Less than $10,000",1,No,No,No,Borrowed the book from a friend or family member,No,Yes,198
49,Male,Asian or Pacific Islander,Married,High school graduate,Have own business/self-employed,"$50,000 to under $75,000",1,Yes,No,No,Got the book some other way,Yes,No,232
31,Male,Asian or Pacific Islander,Married,Post-graduate training/professional school after college,Employed full-time,Refused,1,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,346
25,Male,Asian or Pacific Islander,Married,Post-graduate training/professional school after college,Employed full-time,"9$100,000 to under $150,000",1,Yes,No,No,Purchased the book,Yes,No,332
78,Female,Black or African-American,Married,High school incomplete,Retired,"$10,000 to under $20,000",1,Yes,No,No,Purchased the book,Yes,No,194
75,Female,Black or African-American,Divorced,Post-graduate training/professional school after college,Retired,"Less than $10,000",1,Yes,No,No,Borrowed the book from a library,No,No,296
65,Female,Black or African-American,Married,High school graduate,Disabled,"9$100,000 to under $150,000",1,Yes,No,No,8,Yes,No,216
62,Male,Black or African-American,Divorced,None,Disabled,"9$100,000 to under $150,000",1,No,No,No,Borrowed the book from a friend or family member,No,No,200
58,Female,Black or African-American,Never been married,High school incomplete,Employed full-time,"$10,000 to under $20,000",1,Yes,No,No,Purchased the book,No,No,202
56,Female,Black or African-American,Married,Post-graduate training/professional school after college,Retired,"$100,000 to under $150,000",1,Yes,No,Yes,Purchased the book,Yes,Yes,301
55,Female,Black or African-American,Married,High school graduate,Employed full-time,"$50,000 to under $75,000",1,Yes,No,No,Purchased the book,No,No,226
54,Male,Black or African-American,Never been married,High school graduate,Employed part-time,"$10,000 to under $20,000",1,Yes,No,No,Got the book some other way,Yes,No,226
51,Male,Black or African-American,Married,High school graduate,Employed full-time,Refused,1,No,Yes,Yes,Got the book some other way,Yes,No,218
50,Male,Black or African-American,Never been married,High school graduate,Employed full-time,"$10,000 to under $20,000",1,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,229
41,Male,Black or African-American,Never been married,High school graduate,Employed full-time,"$40,000 to under $50,000",1,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,218
40,Male,Black or African-American,Never been married,College graduate,Have own business/self-employed,"9$100,000 to under $150,000",1,No,No,No,Purchased the book,Yes,Yes,271
34,Female,Black or African-American,Living with a partner,None,Employed full-time,"Less than $10,000",1,Yes,No,No,Purchased the book,Yes,Yes,203
34,Female,Black or African-American,Never been married,"Some college, no 4-year degree",Not employed for pay,"$20,000 to under $30,000",1,Yes,No,No,Got the book some other way,No,No,280
31,Female,Black or African-American,Living with a partner,High school graduate,Employed full-time,"$20,000 to under $30,000",1,Yes,No,No,Borrowed the book from a friend or family member,No,Yes,228
30,Male,Black or African-American,Married,College graduate,Employed full-time,"$75,000 to under $100,000",1,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,280
23,Male,Black or African-American,Never been married,High school graduate,Employed full-time,"9$100,000 to under $150,000",1,No,No,No,Got the book some other way,Yes,No,231
20,Male,Black or African-American,Never been married,None,Not employed for pay,"$10,000 to under $20,000",1,No,No,Yes,Borrowed the book from a friend or family member,Yes,No,198
20,Male,Black or African-American,Never been married,"Some college, no 4-year degree",Employed part-time,"$100,000 to under $150,000",1,No,Yes,No,Purchased the book,No,No,282
19,Female,Black or African-American,Never been married,High school graduate,Student,"$30,000 to under $40,000",1,Yes,No,No,Purchased the book,Yes,Yes,281
18,Female,Black or African-American,Never been married,High school incomplete,Employed part-time,"Less than $10,000",1,No,No,Yes,Borrowed the book from a library,No,Yes,196
18,Male,Black or African-American,Living with a partner,High school graduate,Employed full-time,"$40,000 to under $50,000",1,Yes,No,No,Purchased the book,No,No,283
17,Male,Black or African-American,Don’t know,High school incomplete,Employed part-time,"9$100,000 to under $150,000",1,Yes,No,No,Borrowed the book from a library,Yes,No,198
16,Female,Black or African-American,Never been married,High school incomplete,Not employed for pay,Refused,1,No,No,No,Borrowed the book from a friend or family member,No,No,200
16,Female,Black or African-American,Single,High school incomplete,Not employed for pay,"9$100,000 to under $150,000",1,Yes,No,No,Borrowed the book from a library,Yes,Yes,206
85,Female,White,Widowed,High school graduate,Not employed for pay,"$50,000 to under $75,000",1,Yes,No,No,Purchased the book,Yes,Yes,232
82,Female,White,Widowed,College graduate,Retired,"$75,000 to under $100,000",1,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,285
82,Male,White,Married,"Some college, no 4-year degree",Retired,"$50,000 to under $75,000",1,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,268
82,Female,White,Married,High school graduate,Retired,"$10,000 to under $20,000",1,No,No,No,Got the book some other way,Yes,No,223
81,Female,White,Widowed,High school incomplete,Retired,Refused,1,Yes,No,No,Got the book some other way,No,No,205
81,Female,White,Married,High school graduate,Retired,"9$100,000 to under $150,000",1,Yes,No,No,Borrowed the book from a friend or family member,No,No,230
79,Female,White,Single,"Some college, no 4-year degree",Retired,"9$100,000 to under $150,000",1,Yes,No,No,Got the book some other way,No,No,277
77,Female,White,Married,Post-graduate training/professional school after college,Retired,"$40,000 to under $50,000",1,Yes,No,Yes,Purchased the book,Yes,Yes,300
73,Male,White,Married,College graduate,Employed part-time,"$75,000 to under $100,000",1,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,273
72,Female,White,Married,High school graduate,Retired,"$20,000 to under $30,000",1,Yes,No,No,Purchased the book,Yes,No,222
71,Female,White,Widowed,High school graduate,Retired,"Less than $10,000",1,Yes,No,No,Purchased the book,Yes,No,227
71,Female,White,Married,High school graduate,Retired,"$20,000 to under $30,000",1,Yes,No,No,Got the book some other way,Yes,Yes,230
67,Female,White,Married,High school graduate,Retired,"$20,000 to under $30,000",1,Yes,No,No,Borrowed the book from a friend or family member,No,No,224
67,Male,White,Married,High school graduate,Retired,"$100,000 to under $150,000",1,Yes,Yes,No,Purchased the book,Yes,Yes,226
67,Male,White,Married,"Some college, no 4-year degree",Employed part-time,"$20,000 to under $30,000",1,Yes,No,No,Purchased the book,No,Yes,287
66,Female,White,Divorced,"Some college, no 4-year degree",Retired,"$10,000 to under $20,000",1,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,277
66,Female,White,Married,"Some college, no 4-year degree",Retired,"$100,000 to under $150,000",1,Yes,No,Yes,Purchased the book,Yes,No,284
65,Female,White,Married,High school graduate,Retired,"$30,000 to under $40,000",1,Yes,No,No,Got the book some other way,Yes,Yes,223
64,Female,White,Married,High school graduate,Not employed for pay,"$20,000 to under $30,000",1,Yes,No,No,Got the book some other way,Yes,Yes,221
64,Male,White,Married,"Technical, trade or vocational school AFTER high school",Retired,"$30,000 to under $40,000",1,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,247
63,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$75,000 to under $100,000",1,No,No,No,Borrowed the book from a friend or family member,Yes,Yes,283
62,Male,White,Married,Post-graduate training/professional school after college,Employed part-time,"$75,000 to under $100,000",1,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,Yes,310
62,Male,White,Married,"Some college, no 4-year degree",Retired,"$75,000 to under $100,000",1,Yes,No,No,Got the book some other way,Yes,No,272
61,Female,White,Divorced,"Some college, no 4-year degree",Employed full-time,"$10,000 to under $20,000",1,Yes,No,No,Purchased the book,No,Yes,271
61,Female,White,Married,None,Not employed for pay,"Less than $10,000",1,Yes,No,No,Purchased the book,No,No,208
61,Male,White,Married,High school graduate,Employed full-time,"$100,000 to under $150,000",1,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,221
61,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$75,000 to under $100,000",1,No,Yes,Yes,Purchased the book,Yes,No,279
60,Male,White,Married,High school graduate,Employed full-time,Refused,1,Yes,No,No,Purchased the book,Yes,No,226
59,Female,White,Married,High school graduate,Not employed for pay,"$50,000 to under $75,000",1,No,Yes,No,Purchased the book,No,No,230
59,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",1,Yes,No,No,Purchased the book,Yes,Yes,299
59,Male,White,Married,College graduate,Employed full-time,"$100,000 to under $150,000",1,Yes,No,No,Purchased the book,Yes,Yes,280
58,Female,White,Married,"Some college, no 4-year degree",Not employed for pay,"$20,000 to under $30,000",1,Yes,No,No,Got the book some other way,Yes,No,283
58,Female,White,Single,High school graduate,Employed full-time,"$10,000 to under $20,000",1,Yes,No,No,Got the book some other way,No,No,228
57,Female,White,Married,High school incomplete,Employed full-time,"$20,000 to under $30,000",1,No,Yes,No,Borrowed the book from a library,Yes,No,199
56,Male,White,Married,High school graduate,Employed full-time,"$40,000 to under $50,000",1,Yes,No,No,Borrowed the book from a friend or family member,No,No,227
55,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$50,000 to under $75,000",1,Yes,No,No,Borrowed the book from a library,Yes,No,288
54,Female,White,Married,Post-graduate training/professional school after college,Employed full-time,Refused,1,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,302
54,Female,White,Single,"Some college, no 4-year degree",Disabled,"9$100,000 to under $150,000",1,No,No,No,8,No,No,288
54,Female,White,Never been married,College graduate,Employed full-time,"$50,000 to under $75,000",1,Yes,No,No,Purchased the book,Yes,Yes,285
53,Male,White,Divorced,"Some college, no 4-year degree",Employed full-time,"$100,000 to under $150,000",1,No,No,No,Borrowed the book from a friend or family member,No,No,274
53,Male,White,Never been married,High school incomplete,Retired,"$10,000 to under $20,000",1,Yes,Yes,No,Borrowed the book from a library,No,Yes,200
53,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$100,000 to under $150,000",1,Yes,No,No,Purchased the book,Yes,No,287
53,Female,White,Divorced,High school graduate,Not employed for pay,"Less than $10,000",1,Yes,Yes,No,Purchased the book,No,No,229
53,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$40,000 to under $50,000",1,Yes,No,No,Got the book some other way,Yes,Yes,274
52,Female,White,Living with a partner,College graduate,Employed full-time,"$40,000 to under $50,000",1,Yes,No,No,Got the book some other way,Yes,No,273
50,Female,White,Married,"Some college, no 4-year degree",Employed full-time,Refused,1,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,277
50,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$100,000 to under $150,000",1,Yes,No,Don’t know,Borrowed the book from a friend or family member,Yes,Yes,289
49,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$75,000 to under $100,000",1,Yes,No,No,Purchased the book,Yes,Yes,275
49,Male,White,Never been married,High school graduate,Employed full-time,Refused,1,No,No,No,9,Yes,No,221
49,Female,White,Living with a partner,High school graduate,Have own business/self-employed,Refused,1,Yes,No,No,Borrowed the book from a friend or family member,No,No,219
49,Male,White,Divorced,"Some college, no 4-year degree",Employed full-time,"$30,000 to under $40,000",1,Yes,No,No,8,No,No,277
48,Male,White,Married,High school graduate,Employed full-time,"$10,000 to under $20,000",1,Yes,Yes,No,Borrowed the book from a library,Yes,No,225
47,Female,White,Divorced,High school incomplete,Not employed for pay,"Less than $10,000",1,Yes,No,No,Borrowed the book from a library,Yes,No,201
46,Female,White,Living with a partner,High school graduate,Employed full-time,"$50,000 to under $75,000",1,Yes,No,No,8,Yes,Yes,220
46,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",1,Yes,Yes,No,Purchased the book,Yes,Yes,295
46,Female,White,Married,College graduate,Not employed for pay,"$30,000 to under $40,000",1,Yes,Yes,No,Borrowed the book from a library,Yes,No,272
46,Female,White,Married,College graduate,Employed full-time,"$75,000 to under $100,000",1,Yes,No,No,Purchased the book,No,No,280
44,Male,White,Divorced,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",1,Yes,No,No,Purchased the book,No,Yes,301
44,Female,White,Married,College graduate,Employed full-time,Refused,1,Yes,No,No,Borrowed the book from a friend or family member,No,No,285
44,Female,White,Married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",1,Yes,No,No,Purchased the book,Yes,Yes,308
42,Female,White,Divorced,High school graduate,Employed part-time,"$10,000 to under $20,000",1,Yes,No,No,Purchased the book,Yes,No,221
41,Male,White,Married,"Some college, no 4-year degree",Employed full-time,Refused,1,Yes,No,No,Purchased the book,No,No,282
40,Female,White,Married,College graduate,Employed part-time,Refused,1,Yes,No,No,Borrowed the book from a library,No,Yes,274
40,Male,White,Married,None,Not employed for pay,"Less than $10,000",1,Yes,No,No,Purchased the book,Yes,No,203
39,Female,White,Married,"Some college, no 4-year degree",Employed part-time,"$30,000 to under $40,000",1,Yes,Yes,No,Purchased the book,Yes,Yes,275
38,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$50,000 to under $75,000",1,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,274
38,Male,White,Married,"Some college, no 4-year degree",Employed full-time,Refused,1,Yes,No,No,Got the book some other way,No,No,279
38,Female,White,Married,High school graduate,Employed full-time,Refused,1,Yes,No,No,Purchased the book,No,Yes,234
37,Male,White,Divorced,High school graduate,Employed part-time,"Less than $10,000",1,Yes,No,No,Borrowed the book from a friend or family member,No,No,219
37,Male,White,Married,College graduate,Employed full-time,"$50,000 to under $75,000",1,Yes,Yes,No,Borrowed the book from a library,No,No,270
36,Female,White,Married,College graduate,Employed full-time,"$100,000 to under $150,000",1,Yes,No,Yes,Purchased the book,Yes,Yes,273
35,Male,White,Divorced,"Some college, no 4-year degree",Not employed for pay,"Less than $10,000",1,Yes,Yes,Yes,Borrowed the book from a library,No,No,275
33,Female,White,Never been married,"Some college, no 4-year degree",Employed full-time,"$50,000 to under $75,000",1,Yes,No,No,Borrowed the book from a library,No,No,273
33,Female,White,Married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",1,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,332
32,Female,White,Married,"Some college, no 4-year degree",Employed full-time,"$40,000 to under $50,000",1,Yes,No,No,Borrowed the book from a library,No,No,280
32,Female,White,Married,High school graduate,Not employed for pay,"$50,000 to under $75,000",1,Yes,No,No,Purchased the book,No,Yes,225
32,Male,White,Married,"Technical, trade or vocational school AFTER high school",Have own business/self-employed,"$75,000 to under $100,000",1,Yes,No,No,Got the book some other way,No,No,256
31,Male,White,Never been married,High school graduate,Not employed for pay,"$30,000 to under $40,000",1,Yes,No,No,Purchased the book,Yes,No,224
31,Male,White,Married,High school graduate,Not employed for pay,"$30,000 to under $40,000",1,Yes,No,No,Purchased the book,No,No,231
31,Male,White,Living with a partner,High school graduate,Employed full-time,"$20,000 to under $30,000",1,Yes,No,No,Borrowed the book from a library,No,No,219
31,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,"$100,000 to under $150,000",1,Yes,No,Yes,Got the book some other way,Yes,Yes,361
30,Male,White,Married,High school graduate,Employed full-time,"$50,000 to under $75,000",1,No,No,Yes,Got the book some other way,No,No,225
30,Female,White,Never been married,"Some college, no 4-year degree",Employed full-time,"$10,000 to under $20,000",1,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,No,279
30,Male,White,Living with a partner,"Some college, no 4-year degree",Employed full-time,"$50,000 to under $75,000",1,Yes,No,No,Purchased the book,Yes,Yes,279
29,Male,White,Living with a partner,None,Not employed for pay,"$10,000 to under $20,000",1,Yes,No,No,8,No,No,203
29,Male,White,Married,"Some college, no 4-year degree",Employed full-time,"$50,000 to under $75,000",1,Yes,No,No,Got the book some other way,Yes,Yes,279
28,Male,White,Single,Post-graduate training/professional school after college,Employed full-time,"$75,000 to under $100,000",1,No,No,Yes,Purchased the book,Yes,No,343
27,Female,White,Married,High school graduate,Not employed for pay,"Less than $10,000",1,No,No,No,Got the book some other way,No,No,225
27,Female,White,Married,College graduate,Employed full-time,"$20,000 to under $30,000",1,Yes,No,No,Got the book some other way,Yes,No,282
27,Female,White,Married,"Some college, no 4-year degree",Employed part-time,"$50,000 to under $75,000",1,No,Yes,Yes,Purchased the book,Yes,No,281
